Date,Day,DayName,MonthName,MonthNo,Year
2004-01-11 00:00:00,7,Sunday,January,1,2004
2004-01-18 00:00:00,7,Sunday,January,1,2004
2004-01-25 00:00:00,7,Sunday,January,1,2004
2005-01-02 00:00:00,7,Sunday,January,1,2005
2005-01-09 00:00:00,7,Sunday,January,1,2005
2005-01-16 00:00:00,7,Sunday,January,1,2005
2005-01-23 00:00:00,7,Sunday,January,1,2005
2005-01-30 00:00:00,7,Sunday,January,1,2005
2003-07-06 00:00:00,7,Sunday,July,7,2003
2003-07-13 00:00:00,7,Sunday,July,7,2003
2003-07-20 00:00:00,7,Sunday,July,7,2003
2003-07-27 00:00:00,7,Sunday,July,7,2003
2004-07-04 00:00:00,7,Sunday,July,7,2004
2004-07-11 00:00:00,7,Sunday,July,7,2004
2004-07-18 00:00:00,7,Sunday,July,7,2004
2004-07-25 00:00:00,7,Sunday,July,7,2004
2005-07-03 00:00:00,7,Sunday,July,7,2005
2005-07-10 00:00:00,7,Sunday,July,7,2005
2005-07-17 00:00:00,7,Sunday,July,7,2005
2005-07-24 00:00:00,7,Sunday,July,7,2005
2005-07-31 00:00:00,7,Sunday,July,7,2005
2003-06-01 00:00:00,7,Sunday,June,6,2003
2003-06-08 00:00:00,7,Sunday,June,6,2003
2003-06-15 00:00:00,7,Sunday,June,6,2003
2003-06-22 00:00:00,7,Sunday,June,6,2003
2003-06-29 00:00:00,7,Sunday,June,6,2003
2004-06-06 00:00:00,7,Sunday,June,6,2004
2004-06-13 00:00:00,7,Sunday,June,6,2004
2004-06-20 00:00:00,7,Sunday,June,6,2004
2004-06-27 00:00:00,7,Sunday,June,6,2004
2005-06-05 00:00:00,7,Sunday,June,6,2005
2005-06-12 00:00:00,7,Sunday,June,6,2005
2005-06-19 00:00:00,7,Sunday,June,6,2005
2005-06-26 00:00:00,7,Sunday,June,6,2005
2003-03-02 00:00:00,7,Sunday,March,3,2003
2003-03-09 00:00:00,7,Sunday,March,3,2003
2003-03-16 00:00:00,7,Sunday,March,3,2003
2003-03-23 00:00:00,7,Sunday,March,3,2003
2003-03-30 00:00:00,7,Sunday,March,3,2003
2004-03-07 00:00:00,7,Sunday,March,3,2004
2004-03-14 00:00:00,7,Sunday,March,3,2004
2004-03-21 00:00:00,7,Sunday,March,3,2004
2004-03-28 00:00:00,7,Sunday,March,3,2004
2005-03-06 00:00:00,7,Sunday,March,3,2005
2005-03-13 00:00:00,7,Sunday,March,3,2005
2005-03-20 00:00:00,7,Sunday,March,3,2005
2005-03-27 00:00:00,7,Sunday,March,3,2005
2003-05-04 00:00:00,7,Sunday,May,5,2003
2003-05-11 00:00:00,7,Sunday,May,5,2003
2003-05-18 00:00:00,7,Sunday,May,5,2003
2003-05-25 00:00:00,7,Sunday,May,5,2003
2004-05-02 00:00:00,7,Sunday,May,5,2004
2004-05-09 00:00:00,7,Sunday,May,5,2004
2004-05-16 00:00:00,7,Sunday,May,5,2004
2004-05-23 00:00:00,7,Sunday,May,5,2004
2004-05-30 00:00:00,7,Sunday,May,5,2004
2005-05-01 00:00:00,7,Sunday,May,5,2005
2005-05-08 00:00:00,7,Sunday,May,5,2005
2005-05-15 00:00:00,7,Sunday,May,5,2005
2005-05-22 00:00:00,7,Sunday,May,5,2005
2005-05-29 00:00:00,7,Sunday,May,5,2005
2003-11-02 00:00:00,7,Sunday,November,11,2003
2003-11-09 00:00:00,7,Sunday,November,11,2003
2003-11-16 00:00:00,7,Sunday,November,11,2003
2003-11-23 00:00:00,7,Sunday,November,11,2003
2003-11-30 00:00:00,7,Sunday,November,11,2003
2004-11-07 00:00:00,7,Sunday,November,11,2004
2004-11-14 00:00:00,7,Sunday,November,11,2004
2004-11-21 00:00:00,7,Sunday,November,11,2004
2004-11-28 00:00:00,7,Sunday,November,11,2004
2005-11-06 00:00:00,7,Sunday,November,11,2005
2005-11-13 00:00:00,7,Sunday,November,11,2005
2005-11-20 00:00:00,7,Sunday,November,11,2005
2005-11-27 00:00:00,7,Sunday,November,11,2005
2003-10-05 00:00:00,7,Sunday,October,10,2003
2003-10-12 00:00:00,7,Sunday,October,10,2003
2003-10-19 00:00:00,7,Sunday,October,10,2003
2003-10-26 00:00:00,7,Sunday,October,10,2003
2004-10-03 00:00:00,7,Sunday,October,10,2004
2004-10-10 00:00:00,7,Sunday,October,10,2004
2004-10-17 00:00:00,7,Sunday,October,10,2004
2004-10-24 00:00:00,7,Sunday,October,10,2004
2004-10-31 00:00:00,7,Sunday,October,10,2004
2005-10-02 00:00:00,7,Sunday,October,10,2005
2005-10-09 00:00:00,7,Sunday,October,10,2005
2005-10-16 00:00:00,7,Sunday,October,10,2005
2005-10-23 00:00:00,7,Sunday,October,10,2005
2005-10-30 00:00:00,7,Sunday,October,10,2005
2003-09-07 00:00:00,7,Sunday,September,9,2003
2003-09-14 00:00:00,7,Sunday,September,9,2003
2003-09-21 00:00:00,7,Sunday,September,9,2003
2003-09-28 00:00:00,7,Sunday,September,9,2003
2004-09-05 00:00:00,7,Sunday,September,9,2004
2004-09-12 00:00:00,7,Sunday,September,9,2004
2004-09-19 00:00:00,7,Sunday,September,9,2004
2004-09-26 00:00:00,7,Sunday,September,9,2004
2005-09-04 00:00:00,7,Sunday,September,9,2005
2005-09-11 00:00:00,7,Sunday,September,9,2005
2005-09-18 00:00:00,7,Sunday,September,9,2005
2005-09-25 00:00:00,7,Sunday,September,9,2005
2003-04-03 00:00:00,4,Thursday,April,4,2003
2003-04-10 00:00:00,4,Thursday,April,4,2003
2003-04-17 00:00:00,4,Thursday,April,4,2003
2003-04-24 00:00:00,4,Thursday,April,4,2003
2004-04-01 00:00:00,4,Thursday,April,4,2004
2004-04-08 00:00:00,4,Thursday,April,4,2004
2004-04-15 00:00:00,4,Thursday,April,4,2004
2004-04-22 00:00:00,4,Thursday,April,4,2004
2004-04-29 00:00:00,4,Thursday,April,4,2004
2005-04-07 00:00:00,4,Thursday,April,4,2005
2005-04-14 00:00:00,4,Thursday,April,4,2005
2005-04-21 00:00:00,4,Thursday,April,4,2005
2005-04-28 00:00:00,4,Thursday,April,4,2005
2003-08-07 00:00:00,4,Thursday,August,8,2003
2003-08-14 00:00:00,4,Thursday,August,8,2003
2003-08-21 00:00:00,4,Thursday,August,8,2003
2003-08-28 00:00:00,4,Thursday,August,8,2003
2004-08-05 00:00:00,4,Thursday,August,8,2004
2004-08-12 00:00:00,4,Thursday,August,8,2004
2004-08-19 00:00:00,4,Thursday,August,8,2004
2004-08-26 00:00:00,4,Thursday,August,8,2004
2005-08-04 00:00:00,4,Thursday,August,8,2005
2005-08-11 00:00:00,4,Thursday,August,8,2005
2005-08-18 00:00:00,4,Thursday,August,8,2005
2005-08-25 00:00:00,4,Thursday,August,8,2005
2003-12-04 00:00:00,4,Thursday,December,12,2003
2003-12-11 00:00:00,4,Thursday,December,12,2003
2003-12-18 00:00:00,4,Thursday,December,12,2003
2003-12-25 00:00:00,4,Thursday,December,12,2003
2004-12-02 00:00:00,4,Thursday,December,12,2004
2004-12-09 00:00:00,4,Thursday,December,12,2004
2004-12-16 00:00:00,4,Thursday,December,12,2004
2004-12-23 00:00:00,4,Thursday,December,12,2004
2004-12-30 00:00:00,4,Thursday,December,12,2004
2005-12-01 00:00:00,4,Thursday,December,12,2005
2005-12-08 00:00:00,4,Thursday,December,12,2005
2005-12-15 00:00:00,4,Thursday,December,12,2005
2005-12-22 00:00:00,4,Thursday,December,12,2005
2005-12-29 00:00:00,4,Thursday,December,12,2005
2003-02-06 00:00:00,4,Thursday,February,2,2003
2003-02-13 00:00:00,4,Thursday,February,2,2003
2003-02-20 00:00:00,4,Thursday,February,2,2003
2003-02-27 00:00:00,4,Thursday,February,2,2003
2004-02-05 00:00:00,4,Thursday,February,2,2004
2004-02-12 00:00:00,4,Thursday,February,2,2004
2004-02-19 00:00:00,4,Thursday,February,2,2004
2004-02-26 00:00:00,4,Thursday,February,2,2004
2005-02-03 00:00:00,4,Thursday,February,2,2005
2005-02-10 00:00:00,4,Thursday,February,2,2005
2005-02-17 00:00:00,4,Thursday,February,2,2005
2005-02-24 00:00:00,4,Thursday,February,2,2005
2003-01-02 00:00:00,4,Thursday,January,1,2003
2003-01-09 00:00:00,4,Thursday,January,1,2003
2003-01-16 00:00:00,4,Thursday,January,1,2003
2003-01-23 00:00:00,4,Thursday,January,1,2003
2003-01-30 00:00:00,4,Thursday,January,1,2003
2004-01-01 00:00:00,4,Thursday,January,1,2004
2004-01-08 00:00:00,4,Thursday,January,1,2004
2004-01-15 00:00:00,4,Thursday,January,1,2004
2004-01-22 00:00:00,4,Thursday,January,1,2004
2004-01-29 00:00:00,4,Thursday,January,1,2004
2005-01-06 00:00:00,4,Thursday,January,1,2005
2005-01-13 00:00:00,4,Thursday,January,1,2005
2005-01-20 00:00:00,4,Thursday,January,1,2005
2005-01-27 00:00:00,4,Thursday,January,1,2005
2003-07-03 00:00:00,4,Thursday,July,7,2003
2003-07-10 00:00:00,4,Thursday,July,7,2003
2003-07-17 00:00:00,4,Thursday,July,7,2003
2003-07-24 00:00:00,4,Thursday,July,7,2003
2003-07-31 00:00:00,4,Thursday,July,7,2003
2004-07-01 00:00:00,4,Thursday,July,7,2004
2004-07-08 00:00:00,4,Thursday,July,7,2004
2004-07-15 00:00:00,4,Thursday,July,7,2004
2004-07-22 00:00:00,4,Thursday,July,7,2004
2004-07-29 00:00:00,4,Thursday,July,7,2004
2005-07-07 00:00:00,4,Thursday,July,7,2005
2005-07-14 00:00:00,4,Thursday,July,7,2005
2005-07-21 00:00:00,4,Thursday,July,7,2005
2005-07-28 00:00:00,4,Thursday,July,7,2005
2003-06-05 00:00:00,4,Thursday,June,6,2003
2003-06-12 00:00:00,4,Thursday,June,6,2003
2003-06-19 00:00:00,4,Thursday,June,6,2003
2003-06-26 00:00:00,4,Thursday,June,6,2003
2004-06-03 00:00:00,4,Thursday,June,6,2004
2004-06-10 00:00:00,4,Thursday,June,6,2004
2004-06-17 00:00:00,4,Thursday,June,6,2004
2004-06-24 00:00:00,4,Thursday,June,6,2004
2005-06-02 00:00:00,4,Thursday,June,6,2005
2005-06-09 00:00:00,4,Thursday,June,6,2005
2005-06-16 00:00:00,4,Thursday,June,6,2005
2005-06-23 00:00:00,4,Thursday,June,6,2005
2005-06-30 00:00:00,4,Thursday,June,6,2005
2003-03-06 00:00:00,4,Thursday,March,3,2003
2003-03-13 00:00:00,4,Thursday,March,3,2003
2003-03-20 00:00:00,4,Thursday,March,3,2003
2003-03-27 00:00:00,4,Thursday,March,3,2003
2004-03-04 00:00:00,4,Thursday,March,3,2004
2004-03-11 00:00:00,4,Thursday,March,3,2004
2004-03-18 00:00:00,4,Thursday,March,3,2004
2004-03-25 00:00:00,4,Thursday,March,3,2004
2005-03-03 00:00:00,4,Thursday,March,3,2005
2005-03-10 00:00:00,4,Thursday,March,3,2005
2005-03-17 00:00:00,4,Thursday,March,3,2005
2005-03-24 00:00:00,4,Thursday,March,3,2005
2005-03-31 00:00:00,4,Thursday,March,3,2005
2003-05-01 00:00:00,4,Thursday,May,5,2003
2003-05-08 00:00:00,4,Thursday,May,5,2003
2003-05-15 00:00:00,4,Thursday,May,5,2003
2003-05-22 00:00:00,4,Thursday,May,5,2003
2003-05-29 00:00:00,4,Thursday,May,5,2003
2004-05-06 00:00:00,4,Thursday,May,5,2004
2004-05-13 00:00:00,4,Thursday,May,5,2004
2004-05-20 00:00:00,4,Thursday,May,5,2004
2004-05-27 00:00:00,4,Thursday,May,5,2004
2005-05-05 00:00:00,4,Thursday,May,5,2005
2005-05-12 00:00:00,4,Thursday,May,5,2005
2005-05-19 00:00:00,4,Thursday,May,5,2005
2005-05-26 00:00:00,4,Thursday,May,5,2005
2003-11-06 00:00:00,4,Thursday,November,11,2003
2003-11-13 00:00:00,4,Thursday,November,11,2003
2003-11-20 00:00:00,4,Thursday,November,11,2003
2003-11-27 00:00:00,4,Thursday,November,11,2003
2004-11-04 00:00:00,4,Thursday,November,11,2004
2004-11-11 00:00:00,4,Thursday,November,11,2004
2004-11-18 00:00:00,4,Thursday,November,11,2004
2004-11-25 00:00:00,4,Thursday,November,11,2004
2005-11-03 00:00:00,4,Thursday,November,11,2005
2005-11-10 00:00:00,4,Thursday,November,11,2005
2005-11-17 00:00:00,4,Thursday,November,11,2005
2005-11-24 00:00:00,4,Thursday,November,11,2005
2003-10-02 00:00:00,4,Thursday,October,10,2003
2003-10-09 00:00:00,4,Thursday,October,10,2003
2003-10-16 00:00:00,4,Thursday,October,10,2003
2003-10-23 00:00:00,4,Thursday,October,10,2003
2003-10-30 00:00:00,4,Thursday,October,10,2003
2004-10-07 00:00:00,4,Thursday,October,10,2004
2004-10-14 00:00:00,4,Thursday,October,10,2004
2004-10-21 00:00:00,4,Thursday,October,10,2004
2004-10-28 00:00:00,4,Thursday,October,10,2004
2005-10-06 00:00:00,4,Thursday,October,10,2005
2005-10-13 00:00:00,4,Thursday,October,10,2005
2005-10-20 00:00:00,4,Thursday,October,10,2005
2005-10-27 00:00:00,4,Thursday,October,10,2005
2003-09-04 00:00:00,4,Thursday,September,9,2003
2003-09-11 00:00:00,4,Thursday,September,9,2003
2003-09-18 00:00:00,4,Thursday,September,9,2003
2003-09-25 00:00:00,4,Thursday,September,9,2003
2004-09-02 00:00:00,4,Thursday,September,9,2004
2004-09-09 00:00:00,4,Thursday,September,9,2004
2004-09-16 00:00:00,4,Thursday,September,9,2004
2004-09-23 00:00:00,4,Thursday,September,9,2004
2004-09-30 00:00:00,4,Thursday,September,9,2004
2005-09-01 00:00:00,4,Thursday,September,9,2005
2005-09-08 00:00:00,4,Thursday,September,9,2005
2005-09-15 00:00:00,4,Thursday,September,9,2005
2005-09-22 00:00:00,4,Thursday,September,9,2005
2005-09-29 00:00:00,4,Thursday,September,9,2005
2003-04-01 00:00:00,2,Tuesday,April,4,2003
2003-04-08 00:00:00,2,Tuesday,April,4,2003
2003-04-15 00:00:00,2,Tuesday,April,4,2003
2003-04-22 00:00:00,2,Tuesday,April,4,2003
2003-04-29 00:00:00,2,Tuesday,April,4,2003
2004-04-06 00:00:00,2,Tuesday,April,4,2004
2004-04-13 00:00:00,2,Tuesday,April,4,2004
2004-04-20 00:00:00,2,Tuesday,April,4,2004
2004-04-27 00:00:00,2,Tuesday,April,4,2004
2005-04-05 00:00:00,2,Tuesday,April,4,2005
2005-04-12 00:00:00,2,Tuesday,April,4,2005
2005-04-19 00:00:00,2,Tuesday,April,4,2005
2005-04-26 00:00:00,2,Tuesday,April,4,2005
2003-08-05 00:00:00,2,Tuesday,August,8,2003
2003-08-12 00:00:00,2,Tuesday,August,8,2003
2003-08-19 00:00:00,2,Tuesday,August,8,2003
2003-08-26 00:00:00,2,Tuesday,August,8,2003
2004-08-03 00:00:00,2,Tuesday,August,8,2004
2004-08-10 00:00:00,2,Tuesday,August,8,2004
2004-08-17 00:00:00,2,Tuesday,August,8,2004
2004-08-24 00:00:00,2,Tuesday,August,8,2004
2004-08-31 00:00:00,2,Tuesday,August,8,2004
2005-08-02 00:00:00,2,Tuesday,August,8,2005
2005-08-09 00:00:00,2,Tuesday,August,8,2005
2005-08-16 00:00:00,2,Tuesday,August,8,2005
2005-08-23 00:00:00,2,Tuesday,August,8,2005
2005-08-30 00:00:00,2,Tuesday,August,8,2005
2003-12-02 00:00:00,2,Tuesday,December,12,2003
2003-12-09 00:00:00,2,Tuesday,December,12,2003
2003-12-16 00:00:00,2,Tuesday,December,12,2003
2003-12-23 00:00:00,2,Tuesday,December,12,2003
2003-12-30 00:00:00,2,Tuesday,December,12,2003
2004-12-07 00:00:00,2,Tuesday,December,12,2004
2004-12-14 00:00:00,2,Tuesday,December,12,2004
2004-12-21 00:00:00,2,Tuesday,December,12,2004
2004-12-28 00:00:00,2,Tuesday,December,12,2004
2005-12-06 00:00:00,2,Tuesday,December,12,2005
2005-12-13 00:00:00,2,Tuesday,December,12,2005
2005-12-20 00:00:00,2,Tuesday,December,12,2005
2005-12-27 00:00:00,2,Tuesday,December,12,2005
2003-02-04 00:00:00,2,Tuesday,February,2,2003
2003-02-11 00:00:00,2,Tuesday,February,2,2003
2003-02-18 00:00:00,2,Tuesday,February,2,2003
2003-02-25 00:00:00,2,Tuesday,February,2,2003
2004-02-03 00:00:00,2,Tuesday,February,2,2004
2004-02-10 00:00:00,2,Tuesday,February,2,2004
2004-02-17 00:00:00,2,Tuesday,February,2,2004
2004-02-24 00:00:00,2,Tuesday,February,2,2004
2005-02-01 00:00:00,2,Tuesday,February,2,2005
2005-02-08 00:00:00,2,Tuesday,February,2,2005
2005-02-15 00:00:00,2,Tuesday,February,2,2005
2005-02-22 00:00:00,2,Tuesday,February,2,2005
2003-01-07 00:00:00,2,Tuesday,January,1,2003
2003-01-14 00:00:00,2,Tuesday,January,1,2003
2003-01-21 00:00:00,2,Tuesday,January,1,2003
2003-01-28 00:00:00,2,Tuesday,January,1,2003
2004-01-06 00:00:00,2,Tuesday,January,1,2004
2004-01-13 00:00:00,2,Tuesday,January,1,2004
2004-01-20 00:00:00,2,Tuesday,January,1,2004
2004-01-27 00:00:00,2,Tuesday,January,1,2004
2005-01-04 00:00:00,2,Tuesday,January,1,2005
2005-01-11 00:00:00,2,Tuesday,January,1,2005
2005-01-18 00:00:00,2,Tuesday,January,1,2005
2005-01-25 00:00:00,2,Tuesday,January,1,2005
2003-07-01 00:00:00,2,Tuesday,July,7,2003
2003-07-08 00:00:00,2,Tuesday,July,7,2003
2003-07-15 00:00:00,2,Tuesday,July,7,2003
2003-07-22 00:00:00,2,Tuesday,July,7,2003
2003-07-29 00:00:00,2,Tuesday,July,7,2003
2004-07-06 00:00:00,2,Tuesday,July,7,2004
2004-07-13 00:00:00,2,Tuesday,July,7,2004
2004-07-20 00:00:00,2,Tuesday,July,7,2004
2004-07-27 00:00:00,2,Tuesday,July,7,2004
2005-07-05 00:00:00,2,Tuesday,July,7,2005
2005-07-12 00:00:00,2,Tuesday,July,7,2005
2005-07-19 00:00:00,2,Tuesday,July,7,2005
2005-07-26 00:00:00,2,Tuesday,July,7,2005
2003-06-03 00:00:00,2,Tuesday,June,6,2003
2003-06-10 00:00:00,2,Tuesday,June,6,2003
2003-06-17 00:00:00,2,Tuesday,June,6,2003
2003-06-24 00:00:00,2,Tuesday,June,6,2003
2004-06-01 00:00:00,2,Tuesday,June,6,2004
2004-06-08 00:00:00,2,Tuesday,June,6,2004
2004-06-15 00:00:00,2,Tuesday,June,6,2004
2004-06-22 00:00:00,2,Tuesday,June,6,2004
2004-06-29 00:00:00,2,Tuesday,June,6,2004
2005-06-07 00:00:00,2,Tuesday,June,6,2005
2005-06-14 00:00:00,2,Tuesday,June,6,2005
2005-06-21 00:00:00,2,Tuesday,June,6,2005
2005-06-28 00:00:00,2,Tuesday,June,6,2005
2003-03-04 00:00:00,2,Tuesday,March,3,2003
2003-03-11 00:00:00,2,Tuesday,March,3,2003
2003-03-18 00:00:00,2,Tuesday,March,3,2003
2003-03-25 00:00:00,2,Tuesday,March,3,2003
2004-03-02 00:00:00,2,Tuesday,March,3,2004
2004-03-09 00:00:00,2,Tuesday,March,3,2004
2004-03-16 00:00:00,2,Tuesday,March,3,2004
2004-03-23 00:00:00,2,Tuesday,March,3,2004
2004-03-30 00:00:00,2,Tuesday,March,3,2004
2005-03-01 00:00:00,2,Tuesday,March,3,2005
2005-03-08 00:00:00,2,Tuesday,March,3,2005
2005-03-15 00:00:00,2,Tuesday,March,3,2005
2005-03-22 00:00:00,2,Tuesday,March,3,2005
2005-03-29 00:00:00,2,Tuesday,March,3,2005
2003-05-06 00:00:00,2,Tuesday,May,5,2003
2003-05-13 00:00:00,2,Tuesday,May,5,2003
2003-05-20 00:00:00,2,Tuesday,May,5,2003
2003-05-27 00:00:00,2,Tuesday,May,5,2003
2004-05-04 00:00:00,2,Tuesday,May,5,2004
2004-05-11 00:00:00,2,Tuesday,May,5,2004
2004-05-18 00:00:00,2,Tuesday,May,5,2004
2004-05-25 00:00:00,2,Tuesday,May,5,2004
2005-05-03 00:00:00,2,Tuesday,May,5,2005
2005-05-10 00:00:00,2,Tuesday,May,5,2005
2005-05-17 00:00:00,2,Tuesday,May,5,2005
2005-05-24 00:00:00,2,Tuesday,May,5,2005
2005-05-31 00:00:00,2,Tuesday,May,5,2005
2003-11-04 00:00:00,2,Tuesday,November,11,2003
2003-11-11 00:00:00,2,Tuesday,November,11,2003
2003-11-18 00:00:00,2,Tuesday,November,11,2003
2003-11-25 00:00:00,2,Tuesday,November,11,2003
2004-11-02 00:00:00,2,Tuesday,November,11,2004
2004-11-09 00:00:00,2,Tuesday,November,11,2004
2004-11-16 00:00:00,2,Tuesday,November,11,2004
2004-11-23 00:00:00,2,Tuesday,November,11,2004
2004-11-30 00:00:00,2,Tuesday,November,11,2004
2005-11-01 00:00:00,2,Tuesday,November,11,2005
2005-11-08 00:00:00,2,Tuesday,November,11,2005
2005-11-15 00:00:00,2,Tuesday,November,11,2005
2005-11-22 00:00:00,2,Tuesday,November,11,2005
2005-11-29 00:00:00,2,Tuesday,November,11,2005
2003-10-07 00:00:00,2,Tuesday,October,10,2003
2003-10-14 00:00:00,2,Tuesday,October,10,2003
2003-10-21 00:00:00,2,Tuesday,October,10,2003
2003-10-28 00:00:00,2,Tuesday,October,10,2003
2004-10-05 00:00:00,2,Tuesday,October,10,2004
2004-10-12 00:00:00,2,Tuesday,October,10,2004
2004-10-19 00:00:00,2,Tuesday,October,10,2004
2004-10-26 00:00:00,2,Tuesday,October,10,2004
2005-10-04 00:00:00,2,Tuesday,October,10,2005
2005-10-11 00:00:00,2,Tuesday,October,10,2005
2005-10-18 00:00:00,2,Tuesday,October,10,2005
2005-10-25 00:00:00,2,Tuesday,October,10,2005
2003-09-02 00:00:00,2,Tuesday,September,9,2003
2003-09-09 00:00:00,2,Tuesday,September,9,2003
2003-09-16 00:00:00,2,Tuesday,September,9,2003
2003-09-23 00:00:00,2,Tuesday,September,9,2003
2003-09-30 00:00:00,2,Tuesday,September,9,2003
2004-09-07 00:00:00,2,Tuesday,September,9,2004
2004-09-14 00:00:00,2,Tuesday,September,9,2004
2004-09-21 00:00:00,2,Tuesday,September,9,2004
2004-09-28 00:00:00,2,Tuesday,September,9,2004
2005-09-06 00:00:00,2,Tuesday,September,9,2005
2005-09-13 00:00:00,2,Tuesday,September,9,2005
2005-09-20 00:00:00,2,Tuesday,September,9,2005
2005-09-27 00:00:00,2,Tuesday,September,9,2005
2003-04-02 00:00:00,3,Wednesday,April,4,2003
2003-04-09 00:00:00,3,Wednesday,April,4,2003
2003-04-16 00:00:00,3,Wednesday,April,4,2003
2003-04-23 00:00:00,3,Wednesday,April,4,2003
2003-04-30 00:00:00,3,Wednesday,April,4,2003
2004-04-07 00:00:00,3,Wednesday,April,4,2004
2004-04-14 00:00:00,3,Wednesday,April,4,2004
2004-04-21 00:00:00,3,Wednesday,April,4,2004
2004-04-28 00:00:00,3,Wednesday,April,4,2004
2005-04-06 00:00:00,3,Wednesday,April,4,2005
2005-04-13 00:00:00,3,Wednesday,April,4,2005
2005-04-20 00:00:00,3,Wednesday,April,4,2005
2005-04-27 00:00:00,3,Wednesday,April,4,2005
2003-08-06 00:00:00,3,Wednesday,August,8,2003
2003-08-13 00:00:00,3,Wednesday,August,8,2003
2003-08-20 00:00:00,3,Wednesday,August,8,2003
2003-08-27 00:00:00,3,Wednesday,August,8,2003
2004-08-04 00:00:00,3,Wednesday,August,8,2004
2004-08-11 00:00:00,3,Wednesday,August,8,2004
2004-08-18 00:00:00,3,Wednesday,August,8,2004
2004-08-25 00:00:00,3,Wednesday,August,8,2004
2005-08-03 00:00:00,3,Wednesday,August,8,2005
2005-08-10 00:00:00,3,Wednesday,August,8,2005
2005-08-17 00:00:00,3,Wednesday,August,8,2005
2005-08-24 00:00:00,3,Wednesday,August,8,2005
2005-08-31 00:00:00,3,Wednesday,August,8,2005
2003-12-03 00:00:00,3,Wednesday,December,12,2003
2003-12-10 00:00:00,3,Wednesday,December,12,2003
2003-12-17 00:00:00,3,Wednesday,December,12,2003
2003-12-24 00:00:00,3,Wednesday,December,12,2003
2003-12-31 00:00:00,3,Wednesday,December,12,2003
2004-12-01 00:00:00,3,Wednesday,December,12,2004
2004-12-08 00:00:00,3,Wednesday,December,12,2004
2004-12-15 00:00:00,3,Wednesday,December,12,2004
2004-12-22 00:00:00,3,Wednesday,December,12,2004
2004-12-29 00:00:00,3,Wednesday,December,12,2004
2005-12-07 00:00:00,3,Wednesday,December,12,2005
2005-12-14 00:00:00,3,Wednesday,December,12,2005
2005-12-21 00:00:00,3,Wednesday,December,12,2005
2005-12-28 00:00:00,3,Wednesday,December,12,2005
2003-02-05 00:00:00,3,Wednesday,February,2,2003
2003-02-12 00:00:00,3,Wednesday,February,2,2003
2003-02-19 00:00:00,3,Wednesday,February,2,2003
2003-02-26 00:00:00,3,Wednesday,February,2,2003
2004-02-04 00:00:00,3,Wednesday,February,2,2004
2004-02-11 00:00:00,3,Wednesday,February,2,2004
2004-02-18 00:00:00,3,Wednesday,February,2,2004
2004-02-25 00:00:00,3,Wednesday,February,2,2004
2005-02-02 00:00:00,3,Wednesday,February,2,2005
2005-02-09 00:00:00,3,Wednesday,February,2,2005
2005-02-16 00:00:00,3,Wednesday,February,2,2005
2005-02-23 00:00:00,3,Wednesday,February,2,2005
2003-01-01 00:00:00,3,Wednesday,January,1,2003
2003-01-08 00:00:00,3,Wednesday,January,1,2003
2003-01-15 00:00:00,3,Wednesday,January,1,2003
2003-01-22 00:00:00,3,Wednesday,January,1,2003
2003-01-29 00:00:00,3,Wednesday,January,1,2003
2004-01-07 00:00:00,3,Wednesday,January,1,2004
2004-01-14 00:00:00,3,Wednesday,January,1,2004
2004-01-21 00:00:00,3,Wednesday,January,1,2004
2004-01-28 00:00:00,3,Wednesday,January,1,2004
2005-01-05 00:00:00,3,Wednesday,January,1,2005
2005-01-12 00:00:00,3,Wednesday,January,1,2005
2005-01-19 00:00:00,3,Wednesday,January,1,2005
2005-01-26 00:00:00,3,Wednesday,January,1,2005
2003-07-02 00:00:00,3,Wednesday,July,7,2003
2003-07-09 00:00:00,3,Wednesday,July,7,2003
2003-07-16 00:00:00,3,Wednesday,July,7,2003
2003-07-23 00:00:00,3,Wednesday,July,7,2003
2003-07-30 00:00:00,3,Wednesday,July,7,2003
2004-07-07 00:00:00,3,Wednesday,July,7,2004
2004-07-14 00:00:00,3,Wednesday,July,7,2004
2004-07-21 00:00:00,3,Wednesday,July,7,2004
2004-07-28 00:00:00,3,Wednesday,July,7,2004
2005-07-06 00:00:00,3,Wednesday,July,7,2005
2005-07-13 00:00:00,3,Wednesday,July,7,2005
2005-07-20 00:00:00,3,Wednesday,July,7,2005
2005-07-27 00:00:00,3,Wednesday,July,7,2005
2003-06-04 00:00:00,3,Wednesday,June,6,2003
2003-06-11 00:00:00,3,Wednesday,June,6,2003
2003-06-18 00:00:00,3,Wednesday,June,6,2003
2003-06-25 00:00:00,3,Wednesday,June,6,2003
2004-06-02 00:00:00,3,Wednesday,June,6,2004
2004-06-09 00:00:00,3,Wednesday,June,6,2004
2004-06-16 00:00:00,3,Wednesday,June,6,2004
2004-06-23 00:00:00,3,Wednesday,June,6,2004
2004-06-30 00:00:00,3,Wednesday,June,6,2004
2005-06-01 00:00:00,3,Wednesday,June,6,2005
2005-06-08 00:00:00,3,Wednesday,June,6,2005
2005-06-15 00:00:00,3,Wednesday,June,6,2005
2005-06-22 00:00:00,3,Wednesday,June,6,2005
2005-06-29 00:00:00,3,Wednesday,June,6,2005
2003-03-05 00:00:00,3,Wednesday,March,3,2003
2003-03-12 00:00:00,3,Wednesday,March,3,2003
2003-03-19 00:00:00,3,Wednesday,March,3,2003
